Name,ra,dec,epoch,mu_acosd,mu_d,b,r,i,d_H,vt_H,Mbol_H,w_H,d_He,vt_He,Mbol_He,w_He
SSSJ001943.7-325109,4.932,-32.8525,1996.761,82.0,24.8,18.521,18.265,18.581,225.4,91.9,10.9,1.0,212.2,86.5,11.1,0.0
SSSJ001953.7+424851,4.9739,42.8142,1989.753,20.1,-119.7,17.651,17.483,17.318,114.6,65.7,11.9,1.0,108.2,62.1,12.0,0.0
SSSJ002000.7+502816,5.003,50.4712,1995.801,177.5,-61.0,18.677,18.138,17.908,95.5,85.1,13.3,1.0,96.3,85.8,13.4,0.0
SSSJ002019.8+274629,5.0825,27.7747,1991.238,67.8,15.4,18.291,18.154,17.795,132.7,43.8,12.2,1.0,128.7,42.5,12.3,0.0
SSSJ002024.8-635912,5.1032,-63.9867,1990.414,54.2,-26.8,18.068,18.033,18.12,208.6,59.8,10.4,1.0,201.6,57.8,10.6,0.0
SSSJ002046.4+232750,5.1935,23.464,1991.633,-38.3,-19.3,18.202,18.45,18.859,641.6,130.4,5.6,1.0,439.5,89.3,7.0,0.0
SSSJ002049.3+004436,5.2054,0.7433,1991.763,191.9,-82.6,17.139,16.822,16.659,70.2,69.5,12.5,1.0,68.8,68.2,12.6,0.0
SSSJ002050.3+103004,5.2096,10.5012,1989.952,-70.2,-10.4,18.228,18.025,17.962,156.2,52.5,11.7,1.0,146.1,49.1,11.9,0.0
SSSJ002053.7-433105,5.2236,-43.518,1996.621,131.4,3.6,18.934,18.592,18.435,155.0,96.2,12.5,1.0,152.5,94.7,12.6,0.0
SSSJ002053.8+340419,5.224,34.072,1989.675,67.5,-227.6,19.662,18.404,17.994,51.5,57.8,15.1,0.47,61.4,69.0,14.8,0.53
SSSJ002103.4-583548,5.2644,-58.5967,1990.785,-37.7,-125.2,19.612,19.12,18.691,134.2,83.4,13.5,1.0,135.2,84.0,13.6,0.0
SSSJ002112.8-334227,5.3035,-33.7076,1996.761,208.7,-15.0,14.785,14.801,14.849,48.1,47.6,10.2,1.0,46.8,46.4,10.5,0.0
SSSJ002117.8-114614,5.3243,-11.7707,1996.839,84.4,-34.4,18.277,18.042,18.074,165.5,71.4,11.6,1.0,153.9,66.4,11.8,0.0
SSSJ002123.9-231656,5.3494,-23.2824,1987.173,47.1,-51.7,18.875,18.963,18.981,344.9,114.2,9.8,1.0,342.6,113.5,10.1,0.0
SSSJ002128.6+150225,5.3691,15.0402,1988.793,15.2,-82.3,18.22,17.791,17.598,93.6,37.3,12.9,1.0,93.8,37.3,13.0,0.0
SSSJ002130.4-413020,5.3767,-41.5055,1989.661,8.3,-260.1,18.681,17.715,17.353,50.1,61.7,14.5,0.59,53.3,65.7,14.4,0.41
SSSJ002132.3-374517,5.3844,-37.7547,1989.661,-11.8,-155.7,16.787,16.346,16.154,47.7,35.2,13.0,1.0,47.6,35.2,13.0,0.0
SSSJ002147.3+264036,5.4472,26.6768,1998.863,-82.8,-305.4,18.376,17.029,16.473,22.4,33.6,15.5,0.43,29.0,43.5,15.0,0.57
SSSJ002209.5-343911,5.5398,-34.653,1989.28,38.5,42.0,19.086,18.478,18.273,106.9,28.9,13.5,1.0,107.7,29.1,13.5,0.0
SSSJ002215.8+023157,5.5659,2.5324,1990.79,100.8,-56.4,17.98,17.906,18.106,207.2,112.9,10.2,1.0,201.8,110.0,10.5,0.0
SSSJ002234.8+275628,5.6449,27.941,1990.812,95.8,17.8,17.58,17.646,17.583,170.6,78.4,10.3,1.0,165.4,76.0,10.6,0.0
SSSJ002238.9-311038,5.6621,-31.1773,1991.678,75.7,-30.0,16.906,16.91,16.865,115.9,44.5,10.6,1.0,111.1,42.6,10.9,0.0
SSSJ002250.5-202246,5.7104,-20.3796,1988.483,34.7,40.1,18.184,17.745,17.595,94.2,23.7,12.9,1.0,94.1,23.7,12.9,0.0
SSSJ002254.6-431157,5.7275,-43.199,1996.621,147.8,5.0,19.68,18.998,18.568,109.1,76.5,14.0,1.0,110.2,77.3,14.0,0.0
SSSJ002308.2-061230,5.7841,-6.2084,1993.853,105.7,-200.7,18.647,18.452,18.363,187.1,201.3,11.8,1.0,175.5,188.8,11.9,0.0
SSSJ002309.0-003342,5.7874,-0.5617,1991.763,94.1,13.0,16.842,16.716,16.69,96.4,43.4,11.3,1.0,89.8,40.4,11.5,0.0
SSSJ002313.5+475260,5.8063,47.8833,1995.801,165.9,7.4,14.904,15.395,15.465,185.0,145.6,3.4,1.0,101.2,79.7,7.0,0.0
SSSJ002327.2-334612,5.8635,-33.7699,1991.007,69.8,7.2,18.478,18.091,17.966,120.4,40.0,12.6,1.0,118.8,39.5,12.7,0.0
SSSJ002327.5-254025,5.8644,-25.6735,1999.629,115.0,8.8,19.436,19.026,19.082,210.9,115.0,12.3,1.0,204.0,111.2,12.4,0.0
SSSJ002336.2+064321,5.9007,6.7226,1990.79,104.7,-40.8,17.854,17.733,17.7,153.7,81.6,11.3,1.0,143.4,76.1,11.5,0.0
SSSJ002339.1-430723,5.9128,-43.1231,1996.621,-59.2,-56.3,18.874,18.643,18.328,154.9,60.2,12.5,1.0,153.1,59.5,12.6,0.0
SSSJ002342.6+124923,5.9275,12.823,1986.656,68.4,-0.2,17.719,17.826,17.995,243.8,79.0,9.0,1.0,262.5,85.1,9.0,0.0
SSSJ002347.8+310060,5.9491,31.0166,1987.271,-25.7,-30.3,18.2,18.274,18.283,245.3,46.2,10.0,1.0,241.4,45.5,10.2,0.0
SSSJ002350.9-662700,5.962,-66.4501,1993.64,158.3,-27.0,19.089,18.39,18.073,88.1,67.2,13.8,1.0,88.7,67.7,13.9,0.0
SSSJ002356.2+390541,5.9843,39.0947,1988.366,-51.5,-37.6,19.99,19.223,19.086,135.7,41.0,13.8,1.0,137.4,41.5,13.8,0.0
SSSJ002401.0-573034,6.0041,-57.5096,1990.785,84.7,-18.0,18.906,18.405,17.971,95.4,39.3,13.5,1.0,95.8,39.5,13.6,0.0
SSSJ002401.7-392032,6.0069,-39.3424,1989.661,124.2,-16.1,18.105,17.538,17.172,63.8,37.8,13.6,1.0,64.0,37.9,13.7,0.0
SSSJ002421.7-200354,6.0906,-20.0651,1996.683,236.5,-137.1,18.223,17.218,16.856,38.5,49.8,14.6,0.58,41.5,53.7,14.5,0.42
SSSJ002426.7+262918,6.1113,26.4884,1991.727,-55.0,-54.9,18.541,18.424,18.382,210.4,77.6,11.3,1.0,196.4,72.4,11.5,0.0
SSSJ002434.7+274206,6.1446,27.7016,1992.116,75.5,13.4,16.237,16.613,16.625,183.8,66.8,7.3,1.0,177.6,64.5,7.0,0.0
SSSJ002442.4-452242,6.1765,-45.3783,1988.994,21.8,-49.8,18.591,18.454,18.641,248.3,64.0,10.6,1.0,237.6,61.2,10.9,0.0
SSSJ002448.5-554950,6.202,-55.8306,1990.917,49.8,50.5,17.803,17.692,17.708,158.3,53.2,11.1,1.0,148.5,49.9,11.3,0.0
SSSJ002455.7-461813,6.2322,-46.3036,1988.359,48.9,29.2,19.14,18.534,18.499,125.0,33.8,13.2,1.0,125.9,34.0,13.3,0.0
SSSJ002460.0+183629,6.25,18.6079,1987.036,55.0,9.6,18.607,18.587,18.681,274.8,72.7,10.2,1.0,267.0,70.7,10.5,0.0
SSSJ002505.8-352521,6.2741,-35.4224,1996.761,206.6,-45.1,18.797,18.289,17.911,93.8,94.2,13.5,1.0,94.4,94.9,13.5,0.0
SSSJ002508.2-051018,6.2844,-5.1715,1993.853,80.6,-91.5,18.209,18.073,17.869,150.3,86.9,11.8,1.0,141.8,82.0,12.0,0.0
SSSJ002509.3+213736,6.2886,21.6266,1990.637,250.8,56.3,19.323,18.628,18.364,102.0,124.3,13.8,1.0,102.8,125.3,13.8,0.0
SSSJ002511.0-035702,6.296,-3.9504,1993.853,61.6,-87.3,18.361,17.956,17.925,121.6,61.7,12.5,1.0,118.8,60.3,12.6,0.0
SSSJ002516.4-095238,6.3184,-9.8773,1990.573,56.0,-15.5,18.03,17.98,17.634,138.3,38.1,11.8,1.0,130.9,36.0,12.0,0.0
SSSJ002521.9-202955,6.3413,-20.4987,1996.683,-34.8,-121.9,16.906,16.778,16.565,82.6,49.7,11.8,1.0,77.8,46.8,12.0,0.0
SSSJ002529.8+343619,6.3742,34.6053,1989.675,68.1,-64.5,17.671,17.653,17.641,164.5,73.3,10.6,1.0,157.5,70.2,10.9,0.0
SSSJ002531.5-110801,6.3811,-11.1335,1996.839,113.3,-68.0,17.956,17.659,17.575,114.9,71.9,12.2,1.0,110.7,69.3,12.3,0.0
SSSJ002535.7+223742,6.3989,22.6284,1990.637,67.5,-91.5,18.034,18.179,18.216,262.7,142.0,9.3,1.0,275.0,148.6,9.4,0.0
SSSJ002536.3-342030,6.4012,-34.3417,1996.761,115.4,-144.6,19.086,19.132,18.99,311.0,272.7,10.7,1.0,296.9,260.4,11.0,0.0
SSSJ002548.4-264827,6.4518,-26.8076,1999.629,90.2,11.7,19.763,19.112,18.906,138.2,59.6,13.6,1.0,139.0,60.0,13.6,0.0
SSSJ002552.3-220652,6.468,-22.1144,1996.683,142.3,21.0,18.533,18.07,17.995,114.1,77.9,12.8,1.0,113.7,77.6,12.9,0.0
SSSJ002602.3-103751,6.5095,-10.6309,1996.839,79.9,-201.9,16.218,15.952,15.883,55.5,57.0,12.0,1.0,52.7,54.2,12.2,0.0
SSSJ002603.0+201315,6.5126,20.2208,1990.637,-75.1,-72.7,17.265,17.506,17.694,271.2,135.0,7.6,1.0,282.2,140.4,7.0,0.0
SSSJ002606.2-322424,6.5257,-32.4068,1990.557,54.2,23.3,17.2,16.999,16.765,81.8,22.9,12.2,1.0,78.7,22.0,12.3,0.0
SSSJ002606.3-404639,6.5263,-40.7776,1989.661,131.4,-23.2,18.242,17.897,17.925,135.2,85.2,12.1,1.0,129.4,81.6,12.2,0.0
SSSJ002619.3-413824,6.5802,-41.6401,1989.661,112.8,-11.6,19.904,18.732,18.09,53.8,28.8,15.2,0.51,66.4,35.5,14.9,0.49
SSSJ002622.9-263436,6.5953,-26.5766,1999.629,49.6,-67.3,19.275,18.604,18.521,117.0,46.6,13.5,1.0,118.1,47.0,13.5,0.0
SSSJ002632.9-115449,6.6372,-11.9136,1996.839,-51.0,-82.5,15.987,16.256,16.282,129.6,59.6,8.2,1.0,139.4,64.1,7.7,0.0
SSSJ002640.8-552443,6.6701,-55.4119,1997.61,-270.4,-464.3,15.237,15.005,14.808,32.8,83.6,12.2,1.0,31.8,80.9,12.3,0.0
SSSJ002641.9+263753,6.6745,26.6313,1998.863,78.8,-38.4,16.739,16.955,16.869,143.8,60.0,9.3,1.0,151.0,63.0,9.4,0.0
SSSJ002647.6-454755,6.6985,-45.7986,1987.811,-12.4,-52.8,18.764,18.626,18.407,190.9,49.1,11.9,1.0,181.2,46.6,12.0,0.0
SSSJ002649.6-575812,6.7066,-57.9701,1990.785,-79.2,-29.2,18.013,17.872,17.634,131.6,52.4,11.9,1.0,125.0,49.8,12.1,0.0
SSSJ002655.0+063540,6.7291,6.5945,1990.79,91.6,-138.7,17.711,17.266,17.169,78.9,62.1,12.8,1.0,78.5,61.8,12.9,0.0
SSSJ002715.9+132332,6.8164,13.3924,1987.753,59.2,-50.5,20.284,19.178,18.593,73.2,27.0,15.0,0.54,86.4,31.8,14.8,0.46
SSSJ002736.5+054206,6.902,5.7015,1990.79,273.1,-260.4,16.964,16.034,15.588,22.3,39.9,14.5,0.6,23.9,42.8,14.5,0.4
SSSJ002744.4+372140,6.935,37.361,1987.211,57.1,0.4,18.222,18.275,18.371,259.6,70.3,9.7,1.0,259.4,70.3,10.0,0.0
SSSJ002809.0-365234,7.0376,-36.8762,1996.761,90.9,53.0,17.28,16.993,16.932,87.8,43.7,12.1,1.0,84.0,41.8,12.2,0.0
SSSJ002810.1-533714,7.0422,-53.6205,1997.61,-71.0,-41.8,17.668,17.429,17.276,103.6,40.3,12.1,1.0,99.5,38.7,12.3,0.0
SSSJ002813.6-352415,7.0565,-35.4042,1996.761,203.9,20.4,16.947,16.665,16.525,69.9,67.9,12.3,1.0,67.7,65.8,12.4,0.0
SSSJ002816.1+203816,7.0672,20.6378,1987.276,68.0,-13.2,18.735,18.476,18.458,187.5,61.6,11.9,1.0,176.4,57.9,12.0,0.0
SSSJ002833.2+414516,7.1382,41.7545,1988.904,41.2,-27.3,18.201,18.226,17.959,181.7,42.6,11.3,1.0,170.7,40.0,11.4,0.0
SSSJ002836.4-461758,7.1516,-46.2993,1996.621,-48.4,-79.1,20.684,19.591,18.693,69.8,30.8,15.4,0.54,88.7,39.1,15.0,0.46
SSSJ002853.6+300530,7.2234,30.0916,1988.077,13.9,62.3,19.092,18.658,18.307,121.8,36.9,13.2,1.0,122.6,37.1,13.3,0.0
SSSJ002914.6-332708,7.3108,-33.4522,1996.761,75.1,-32.4,18.521,18.183,18.129,142.8,55.5,12.3,1.0,138.3,53.8,12.4,0.0
SSSJ002924.5+380323,7.3521,38.0563,1989.753,116.2,-18.0,17.928,17.885,17.946,190.0,106.2,10.5,1.0,182.4,102.0,10.8,0.0
SSSJ002935.9-773521,7.3997,-77.5892,1988.931,70.4,12.6,15.601,15.899,15.928,115.7,39.2,7.9,1.0,123.0,41.7,7.3,0.0
SSSJ002942.4-111014,7.4269,-11.1704,1996.839,83.5,55.0,18.354,18.187,17.97,150.5,71.3,12.0,1.0,143.3,67.9,12.1,0.0
SSSJ002945.8+144215,7.4407,14.7043,1986.92,-8.7,-47.0,18.294,18.099,18.284,200.4,45.4,11.0,1.0,188.3,42.7,11.2,0.0
SSSJ002947.1-283553,7.4462,-28.598,1991.678,135.4,-24.8,17.374,16.972,16.685,60.7,39.7,13.0,1.0,60.8,39.8,13.1,0.0
SSSJ002953.1-402117,7.4711,-40.3547,1989.661,65.2,-60.0,18.1,17.865,17.846,145.9,61.6,11.8,1.0,136.4,57.5,11.9,0.0
SSSJ002954.1-300945,7.4755,-30.1626,1982.443,53.2,-41.4,18.655,18.464,18.678,243.1,77.6,10.8,1.0,229.6,73.3,11.1,0.0
SSSJ002958.9+364835,7.4955,36.8098,1989.675,92.0,-48.1,16.54,16.687,16.714,130.8,64.5,9.3,1.0,136.7,67.4,9.5,0.0
SSSJ003004.9+271427,7.5204,27.2409,1998.863,65.9,-123.3,18.841,18.249,17.761,79.3,52.6,13.8,1.0,79.7,52.9,13.9,0.0
SSSJ003011.9-374047,7.5495,-37.6799,1989.661,-78.9,-67.1,16.771,16.355,16.179,49.8,24.6,12.8,1.0,49.7,24.5,12.9,0.0
SSSJ003013.9-295557,7.558,-29.9325,1991.678,-90.4,-130.8,19.924,18.667,18.459,67.1,50.5,14.9,0.47,75.9,57.2,14.7,0.53
SSSJ003025.0-354656,7.6042,-35.7822,1996.761,74.0,-114.6,19.279,18.481,18.381,98.1,63.2,13.8,1.0,98.9,63.8,13.8,0.0
SSSJ003028.2-325051,7.6176,-32.8475,1996.761,18.8,-135.6,19.662,18.963,18.134,78.3,50.8,14.5,1.0,85.0,55.2,14.4,0.0
SSSJ003033.1+070658,7.6378,7.1162,1989.096,41.8,-49.7,18.198,18.158,18.056,190.8,58.7,11.1,1.0,179.5,55.2,11.3,0.0
SSSJ003033.6+812747,7.6401,81.4632,1993.722,180.6,9.2,20.41,18.754,18.138,34.3,29.4,16.7,0.28,53.2,45.6,15.3,0.72
SSSJ003047.1-471237,7.6964,-47.2102,1993.697,68.5,52.9,15.141,15.105,15.228,56.3,23.2,10.2,1.0,54.6,22.5,10.5,0.0
SSSJ003056.4+331007,7.7351,33.1686,1989.675,109.6,-73.6,18.18,17.881,17.73,118.4,74.1,12.4,1.0,115.5,72.3,12.5,0.0
SSSJ003109.7+352255,7.7903,35.3819,1989.675,89.3,6.6,16.574,16.665,16.585,109.2,46.6,10.2,1.0,106.5,45.5,10.5,0.0
SSSJ003119.1-732734,7.8294,-73.4596,1983.607,-2.9,-67.8,19.206,18.605,17.857,76.1,24.5,14.2,1.0,78.1,25.1,14.2,0.0
SSSJ003126.1-443813,7.8586,-44.6369,1996.621,355.6,24.0,16.869,16.72,16.56,82.8,139.8,11.8,1.0,77.6,131.0,11.9,0.0
SSSJ003129.3+742429,7.8722,74.408,1992.758,-73.4,-62.7,18.988,18.523,18.248,118.2,54.3,13.2,1.0,118.9,54.7,13.3,0.0
SSSJ003129.4+742429,7.8723,74.408,1995.817,63.6,-54.9,18.974,18.566,18.369,136.6,54.4,12.9,1.0,136.4,54.3,12.9,0.0
SSSJ003133.1-793052,7.8878,-79.5146,1997.581,74.9,-116.7,18.918,17.942,17.571,54.7,36.1,14.5,0.59,58.5,38.6,14.5,0.41
SSSJ003151.3+123946,7.9636,12.6628,1990.538,5.2,-54.7,16.056,16.359,16.409,149.1,38.8,7.7,1.0,157.7,41.1,7.1,0.0
SSSJ003200.7-274313,8.0028,-27.7204,1991.678,101.9,118.2,20.322,19.041,18.535,62.5,46.2,15.3,0.46,77.7,57.4,14.9,0.54
SSSJ003203.5-305625,8.0147,-30.9404,1982.711,52.7,-33.8,18.48,18.345,18.406,216.1,64.2,11.1,1.0,202.8,60.2,11.3,0.0
SSSJ003205.8+464915,8.0242,46.8208,1988.346,44.8,-14.6,18.204,18.134,18.315,227.0,50.7,10.2,1.0,221.1,49.4,10.5,0.0
SSSJ003210.0+143456,8.0417,14.5821,1988.793,123.9,-28.2,19.144,18.675,18.404,126.6,76.2,13.2,1.0,127.4,76.7,13.3,0.0
SSSJ003212.5+241307,8.0522,24.2186,1991.909,53.4,-31.4,17.787,17.941,18.154,291.9,85.7,8.3,1.0,315.1,92.5,7.7,0.0
SSSJ003213.8+380515,8.0576,38.0876,1987.095,66.2,3.8,18.397,18.461,18.42,253.1,79.5,10.2,1.0,246.0,77.3,10.5,0.0
SSSJ003217.0-592227,8.0708,-59.3742,1986.978,15.5,-51.3,18.357,17.963,17.852,114.1,29.0,12.6,1.0,112.6,28.6,12.7,0.0
SSSJ003221.8-083553,8.0908,-8.598,1989.831,-2.4,-82.0,18.956,18.398,18.242,112.0,43.5,13.3,1.0,112.8,43.8,13.3,0.0
SSSJ003225.9-524224,8.1079,-52.7067,1997.61,204.1,-34.6,17.637,17.595,17.454,142.0,139.3,11.2,1.0,133.1,130.6,11.4,0.0
SSSJ003227.5+333649,8.1148,33.6137,1987.831,-20.5,-34.1,18.365,18.359,18.585,283.9,53.5,9.6,1.0,286.9,54.1,9.8,0.0
SSSJ003233.1-310001,8.1381,-31.0002,1991.678,71.4,-41.5,17.911,17.807,17.738,156.8,61.7,11.3,1.0,146.3,57.6,11.5,0.0
SSSJ003242.9+391349,8.1788,39.2302,1986.938,-40.5,-27.8,18.767,18.735,18.621,248.2,57.7,11.1,1.0,233.8,54.4,11.3,0.0
SSSJ003247.5+400235,8.1978,40.043,1987.104,-73.1,-6.4,18.534,18.542,18.628,276.2,96.1,10.1,1.0,269.7,93.9,10.4,0.0
SSSJ003251.3+192038,8.2137,19.3439,1987.397,-30.1,-56.2,17.79,18.119,18.094,319.3,96.6,7.9,1.0,340.0,102.8,7.3,0.0
SSSJ003301.5+275252,8.2563,27.8812,1987.89,72.3,0.6,17.416,17.5,17.572,183.8,63.0,9.6,1.0,186.2,63.9,9.8,0.0
SSSJ003301.8-454335,8.2577,-45.7265,1989.048,23.6,-62.7,18.444,18.455,18.588,276.8,87.9,9.9,1.0,274.9,87.3,10.1,0.0
SSSJ003313.8+263117,8.3077,26.5214,1998.863,-103.5,-56.3,18.829,17.858,17.214,42.7,23.9,14.8,0.59,48.3,27.0,14.7,0.41
SSSJ003320.7+374546,8.3363,37.7629,1987.186,71.5,-1.0,18.069,18.258,18.07,232.6,78.8,9.9,1.0,227.3,77.0,10.2,0.0
SSSJ003325.2+250614,8.3552,25.1038,1998.863,469.1,154.3,16.764,16.085,15.794,31.5,73.8,13.8,1.0,31.7,74.2,13.8,0.0
SSSJ003328.0-145558,8.3666,-14.9328,1984.245,51.0,-25.0,18.484,18.328,18.452,220.6,59.4,11.0,1.0,207.5,55.9,11.2,0.0
SSSJ003328.1+054038,8.3669,5.6772,1991.612,-10.4,62.1,18.381,17.761,17.719,86.5,25.8,13.2,1.0,87.0,26.0,13.3,0.0
SSSJ003328.5+041835,8.3688,4.3096,1990.856,67.5,11.1,18.944,18.424,18.473,140.5,45.6,12.7,1.0,139.4,45.2,12.8,0.0
SSSJ003342.9-442652,8.4287,-44.4476,1996.621,88.9,-189.4,19.128,17.827,17.29,34.2,33.9,15.4,0.45,43.2,42.8,15.0,0.55
SSSJ003403.6-342343,8.5151,-34.3954,1996.761,123.4,-32.1,18.745,18.179,17.909,92.1,55.4,13.5,1.0,92.8,55.9,13.5,0.0
SSSJ003409.8-555953,8.5408,-55.9981,1989.669,68.1,12.2,18.876,18.464,18.163,118.6,38.9,13.1,1.0,119.0,39.0,13.1,0.0
SSSJ003415.9+393633,8.5665,39.6091,1989.753,14.7,-79.3,17.288,17.261,17.253,136.7,52.5,10.7,1.0,130.6,50.1,10.9,0.0
SSSJ003416.0+273430,8.5667,27.575,1998.863,166.1,64.9,19.237,18.576,18.066,86.3,72.8,14.0,1.0,87.6,73.9,14.1,0.0
SSSJ003425.5-734201,8.6061,-73.7003,1983.708,-8.3,-68.5,18.678,18.21,17.943,102.4,33.5,13.2,1.0,102.9,33.7,13.3,0.0
SSSJ003427.0+050715,8.6123,5.1208,1991.594,51.2,-26.5,17.702,17.937,18.234,384.0,105.0,7.0,1.0,346.9,94.8,7.0,0.0
SSSJ003433.9-183813,8.6414,-18.637,1990.48,-14.6,62.1,19.898,19.224,18.969,137.9,41.7,13.7,1.0,138.5,41.9,13.8,0.0
SSSJ003435.2-513429,8.6466,-51.5746,1993.697,92.3,18.0,19.209,18.744,18.133,101.7,45.3,13.7,1.0,102.1,45.5,13.8,0.0
SSSJ003436.5-080456,8.6519,-8.0821,1982.981,1.8,-63.0,19.107,18.489,18.521,127.6,38.1,13.1,1.0,128.5,38.4,13.2,0.0
SSSJ003443.3+121203,8.6804,12.2009,1990.266,-27.6,-41.7,17.739,17.66,17.982,209.0,49.5,9.7,1.0,207.1,49.1,10.0,0.0
SSSJ003453.2+471806,8.7217,47.3015,1987.481,55.0,-26.9,17.746,17.649,17.435,128.4,37.3,11.7,1.0,120.1,34.9,11.8,0.0
SSSJ003503.7+100003,8.7653,10.0009,1990.788,103.4,-67.1,17.825,17.658,17.667,146.9,85.6,11.4,1.0,136.6,79.6,11.6,0.0
SSSJ003511.7+001154,8.7988,0.1983,1988.842,-73.0,-248.2,16.442,16.119,16.125,60.2,73.9,12.1,1.0,57.4,70.5,12.2,0.0
SSSJ003515.8+362105,8.8159,36.3514,1987.677,47.1,-14.1,18.72,18.543,18.222,157.4,36.7,12.3,1.0,153.9,35.8,12.4,0.0
SSSJ003519.5-384454,8.8314,-38.7484,1984.8,-42.0,-60.2,17.098,17.166,17.275,160.3,55.7,9.6,1.0,162.9,56.7,9.8,0.0
SSSJ003535.9+015313,8.8998,1.8868,1988.842,-143.5,-365.1,15.423,15.298,15.324,52.6,97.7,11.1,1.0,49.2,91.4,11.3,0.0
SSSJ003541.9+200939,8.9246,20.1607,1987.65,94.0,-19.3,19.055,18.014,17.679,54.9,25.0,14.6,0.56,59.5,27.1,14.5,0.44
SSSJ003601.4-111215,9.0056,-11.2041,1985.14,23.8,64.0,17.363,17.019,16.905,78.2,25.3,12.4,1.0,76.5,24.8,12.6,0.0
SSSJ003612.7+055235,9.0527,5.8764,1994.613,156.6,-126.2,18.128,17.602,17.307,71.8,68.4,13.4,1.0,72.1,68.7,13.5,0.0
SSSJ003613.8-415723,9.0574,-41.9564,1989.661,682.6,-313.9,16.936,16.094,15.749,26.6,94.7,14.2,0.62,27.4,97.5,14.2,0.38
SSSJ003613.9-342336,9.0577,-34.3932,1996.761,106.7,17.3,16.814,16.609,16.634,88.6,45.3,11.5,1.0,82.1,42.0,11.7,0.0
SSSJ003618.3-240522,9.0763,-24.0894,1993.64,62.6,-88.0,20.188,19.626,18.846,123.6,63.3,14.1,1.0,126.7,64.9,14.2,0.0
SSSJ003625.2-253555,9.105,-25.5986,1993.64,253.9,136.6,19.315,18.377,18.173,77.7,106.1,14.2,0.6,79.9,109.1,14.2,0.4
SSSJ003630.0-215107,9.125,-21.8519,1990.522,-42.6,-66.3,17.796,17.705,17.759,166.9,62.3,10.8,1.0,157.8,58.9,11.1,0.0
SSSJ003634.9-394226,9.1452,-39.7071,1989.661,78.0,33.6,19.692,18.581,18.243,66.6,26.8,14.7,0.54,74.2,29.9,14.6,0.46
SSSJ003635.0-211421,9.1458,-21.2391,1990.574,-26.4,-44.8,17.609,17.596,17.689,175.7,43.3,10.2,1.0,170.8,42.1,10.5,0.0
SSSJ003635.3+772308,9.1473,77.3856,1988.235,69.4,-2.0,16.5,16.901,17.046,297.3,97.8,5.5,1.0,209.9,69.1,7.0,0.0
SSSJ003635.7+772308,9.1488,77.3856,1995.817,98.6,-56.1,16.721,17.086,17.21,271.0,145.2,6.6,1.0,228.2,122.2,7.0,0.0
SSSJ003641.5+242206,9.1729,24.3683,1987.747,94.2,-38.0,18.198,17.817,17.458,86.3,41.7,13.1,1.0,86.4,41.8,13.1,0.0
SSSJ003644.0+421735,9.1833,42.2931,1987.229,-37.0,16.3,18.355,18.304,17.976,163.4,31.3,11.8,1.0,154.1,29.5,11.9,0.0
SSSJ003648.3+435133,9.2012,43.8592,1987.732,-32.0,-39.8,18.445,18.252,18.292,192.6,46.6,11.4,1.0,178.8,43.3,11.6,0.0
SSSJ003710.4-234920,9.2933,-23.8222,1993.64,-109.8,-5.8,18.991,18.427,18.034,94.7,49.4,13.6,1.0,95.5,49.8,13.7,0.0
SSSJ003713.7-281449,9.3071,-28.2471,1993.567,86.2,-51.2,18.884,17.799,17.375,44.8,21.2,14.8,0.55,50.3,23.8,14.6,0.45
SSSJ003719.1+003140,9.3296,0.5278,1985.973,27.1,-69.7,17.47,17.354,17.242,120.8,42.8,11.5,1.0,112.6,39.9,11.7,0.0
SSSJ003723.8-482155,9.3492,-48.3653,1993.697,-103.4,-117.5,16.695,16.513,16.355,72.5,53.6,11.9,1.0,68.5,50.7,12.0,0.0
SSSJ003740.0+384254,9.4166,38.715,1987.087,41.2,-12.1,17.929,17.849,17.697,151.9,30.9,11.4,1.0,141.9,28.9,11.6,0.0
SSSJ003751.1-332557,9.463,-33.4325,1996.761,-99.6,-26.3,19.765,18.703,18.167,63.5,31.0,14.9,0.56,73.0,35.6,14.7,0.44
SSSJ003827.4+410651,9.6141,41.1142,1987.363,-53.7,-7.0,18.209,18.337,18.485,310.9,79.8,8.9,1.0,335.7,86.2,8.9,0.0
SSSJ003830.0-213428,9.6248,-21.5743,1990.634,3.6,58.9,17.772,17.638,17.571,140.7,39.4,11.4,1.0,131.0,36.7,11.6,0.0
SSSJ003838.1+340945,9.6588,34.1626,1989.75,208.5,-35.4,17.266,17.249,17.112,124.2,124.8,11.1,1.0,117.1,117.7,11.3,0.0
SSSJ003849.3-304739,9.7053,-30.7942,1987.06,67.2,12.2,18.432,18.063,18.058,136.6,44.2,12.3,1.0,132.0,42.8,12.4,0.0
SSSJ003851.1+390145,9.7128,39.029,1989.753,117.1,-24.9,18.872,18.725,18.611,219.4,124.8,11.6,1.0,204.8,116.5,11.8,0.0
SSSJ003928.4+091833,9.8684,9.3091,1990.788,120.6,-38.2,19.455,18.269,17.668,44.2,26.6,15.2,0.5,54.1,32.6,14.9,0.5
SSSJ003929.0-240526,9.8708,-24.0907,1984.903,-31.1,-61.3,17.647,17.721,17.834,209.2,68.1,9.5,1.0,214.2,69.7,9.7,0.0
SSSJ003930.0-491610,9.8749,-49.2694,1993.697,101.1,0.2,18.496,18.128,18.118,140.1,67.1,12.3,1.0,135.5,64.9,12.4,0.0
